BANK_ID,AGE,MARITAL_STATUS,GENDER,EDUCATION,STATE,OCCUPATION,OCC_DESC
14977,39,Single,Male,No Formal Education / Unknown,Sabah,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
14986,39,Single,Male,No Formal Education / Unknown,Kedah Darul Aman,"Professionals, Business/Administration/Finance - Financial/Investment Advisors/Planners",OTHERS
15175,39,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
15300,38,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
15342,38,Married,Male,,Perak Darul Ridzuan,"Elementary, Transport/Storage - Other Labourers/Workers",NON-EXECUTIVE
15450,38,Single,Male,College/ University,Selangor Darul Ehsan,"Craft,Painters, Building Structure Cleaners/Related Trades Workers - Painters and Related",OTHERS
15585,38,Single,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
15794,38,Single,Female,Secondary,Selangor Darul Ehsan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
15906,37,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
16043,37,Single,Male,College/ University,Pulau Pinang,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
16200,37,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
16511,36,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
16788,36,Single,Female,No Formal Education / Unknown,WP - Kuala Lumpur,"Associate Professionals, Business/Admin, Financial/Mathematical - Accounting Officer/Executive",PROFESSIONAL
16995,36,Single,Male,,Selangor Darul Ehsan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
17026,36,Single,Female,Professional,WP - Kuala Lumpur,"Professionals, Business/Administration/Finance - Accountants/Auditor/Tax Colsultant/Liquidator/Chart",OTHERS
17046,36,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
17944,34,Married,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
17952,34,Married,Male,No Formal Education / Unknown,Perlis Indra Kayangan,"Elementary, Transport/Storage - Other Labourers/Workers",NON-EXECUTIVE
18011,34,Single,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
18146,34,Single,Female,College/ University,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18184,34,Married,Male,Bachelor,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18221,34,Single,Male,Bachelor,Pulau Pinang,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
18254,34,Single,Male,No Formal Education / Unknown,Johor Darul Takzim,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
18300,34,Single,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Managers, Services Managers/Child Care/Nursing/Hospital/Aged Care/Social/Welfare Manager",OTHERS
18471,34,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Craft,Electrical/Electronic/Related Trades Workers - Electrical Mechanics/Fitters",NON-EXECUTIVE
18850,33,Single,Male,Professional,WP - Kuala Lumpur,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
19089,33,Single,Male,No Formal Education / Unknown,Kedah Darul Aman,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
19510,33,Married,Male,,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
19519,33,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Craft,Metal/Machinery/Sheet/Structural Metal/Moulders/Welders/Related Trades Workers - Welders/Flame",OTHERS
19572,32,Married,Male,Secondary,Perak Darul Ridzuan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Heavy Truck/Bus Drivers",OTHERS
20009,32,Single,Female,Secondary,Melaka,"Professionals, Teaching, Teachers/Lecturers/Tutors - Others/Home Teachers/Special Need Teachers For",GOVT SERVANT
20090,32,Married,Male,,Pulau Pinang,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
20101,32,Married,Male,,Kedah Darul Aman,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
20194,32,Single,Male,No Formal Education / Unknown,Perak Darul Ridzuan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
20402,32,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
20446,32,Single,Male,Secondary,Pahang Darul Makmur,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Process Control/",OTHERS
20613,31,Married,Male,,WP - Kuala Lumpur,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
20753,31,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
20760,31,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
21333,31,Single,Male,No Formal Education / Unknown,Perak Darul Ridzuan,"Associate Professionals, Business/Admin, Sale/Purchase Agents/Brokers - Business Services",SELF EMPLOYED
21850,30,Single,Male,No Formal Education / Unknown,Sarawak,"Associate Professionals/Technician/Asst/Supervisor/Executive, Health - Others",OTHERS
21979,30,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
22036,30,Single,Male,Secondary,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
22108,30,Single,Male,No Formal Education / Unknown,Sabah,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
22257,30,Single,Female,Secondary,Johor Darul Takzim,Sales Workers - Cashiers and Ticket Clerks,OTHERS
22430,30,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
22504,30,Single,Female,Bachelor,Sarawak,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
22848,29,Married,Male,College/ University,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
22923,29,Single,Male,Bachelor,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
22950,29,Single,Male,No Formal Education / Unknown,Sarawak,"Professionals, Regulatory Government - Police Inspectors/Detectives (Probationary Insp/Inspectors to",GOVT SERVANT
23281,29,Single,Female,No Formal Education / Unknown,Pulau Pinang,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
23306,29,Single,Male,Bachelor,Pulau Pinang,"Professionals, Teaching, Lecturers/Tutors/Professor - University/College/Higher Education/Dean/Deput",PROFESSIONAL
23696,29,Single,Female,College/ University,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Health - Nursing/Midwifery",GOVT SERVANT
24064,28,Married,Female,No Formal Education / Unknown,WP - Kuala Lumpur,Elementary - Cleaners/Helpers/Laundress/Housekeeper/Chambermaid/Porter/Hotel Bellman/Washer/Tea Lady,NON-EXECUTIVE
24092,28,Single,Male,,Melaka,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
24186,28,Single,Male,No Formal Education / Unknown,Johor Darul Takzim,"Elementary, Others - Garbage/Soil Carrier/Scrap Handler/Sweeper/Messenger/Courier/Postman/Office Boy",NON-EXECUTIVE
24232,28,Single,Male,,Johor Darul Takzim,"Associate Professionals, Regulatory Government - Police Officers (L/Corporal to Sub Inspectors)",GOVT SERVANT
24265,28,Single,Male,Professional,Sarawak,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
24326,28,Single,Female,,Kedah Darul Aman,Outside Labour Force - Student,STUDENT
24357,28,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Elementary, Transport/Storage - Other Labourers/Workers",NON-EXECUTIVE
24633,28,Single,Female,College/ University,Kelantan Darul Naim,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
24643,28,Married,Male,College/ University,WP - Kuala Lumpur,"Elementary, Transport/Storage - Other Labourers/Workers",NON-EXECUTIVE
24762,28,Single,Male,Secondary,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
25072,27,Single,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,Sales Workers - Stall/Market/Kiosk Salesperson/promoter/Florist/,NON-EXECUTIVE
25301,27,Single,Male,No Formal Education / Unknown,Sabah,Outside Labour Force - Student,STUDENT
25444,27,Married,Male,,Selangor Darul Ehsan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
25485,27,Single,Male,,Terengganu Darul Iman,Outside Labour Force - Student,STUDENT
25542,27,Single,Male,Primary,WP - Kuala Lumpur,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
25550,27,Single,Female,Bachelor,Melaka,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
25634,27,Married,Male,,Kedah Darul Aman,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Heavy Truck/Bus Drivers",OTHERS
26716,26,Single,Male,No Formal Education / Unknown,Johor Darul Takzim,Outside Labour Force - Student,STUDENT
26963,26,Single,Male,,Pulau Pinang,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
27153,26,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,Outside Labour Force - Student,STUDENT
27155,26,Single,Male,College/ University,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
27171,26,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
27453,25,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
27497,25,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
27546,25,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
27554,25,Single,Male,No Formal Education / Unknown,Perak Darul Ridzuan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
27614,25,Single,Male,,Terengganu Darul Iman,Sales Workers - Cashiers and Ticket Clerks,OTHERS
27646,25,Single,Male,College/ University,Pahang Darul Makmur,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
27806,25,Single,Male,No Formal Education / Unknown,Sabah,Outside Labour Force - Student,STUDENT
27834,25,Married,Female,College/ University,Sabah,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
28345,24,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Craft,Metal/Machinery/Blacksmiths/Toolmakers/Related Trades Workers - Metal Working Machine Tool Set",OTHERS
28505,24,Single,Male,,WP - Kuala Lumpur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
28616,24,Single,Male,College/ University,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
28731,24,Single,Female,No Formal Education / Unknown,Johor Darul Takzim,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
28774,24,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
29179,22,Single,Male,,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10573,52,Married,Male,,WP - Kuala Lumpur,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
10595,52,Single,Male,No Formal Education / Unknown,Terengganu Darul Iman,Elementary - Cleaners/Helpers/Laundress/Housekeeper/Chambermaid/Porter/Hotel Bellman/Washer/Tea Lady,NON-EXECUTIVE
10603,52,Single,Male,No Formal Education / Unknown,Melaka,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10730,51,Married,Male,,Perak Darul Ridzuan,"Managers, Managing Directors/Chief Executives/ Chairman/President/Director Enterprise/Organization",CEO/DIRECTOR
11377,48,Married,Male,Secondary,Selangor Darul Ehsan,"Craft,Metal/Machinery/Sheet/Structural Metal/Moulders/Welders/Related Trades Workers - Welders/Flame",OTHERS
11409,48,Married,Male,,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
11823,46,Married,Female,College/ University,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
12120,45,Married,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
12309,45,Married,Female,Secondary,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
12638,44,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
12947,43,Married,Male,No Formal Education / Unknown,Sabah,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
13670,42,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
13918,41,Divorced,Male,,WP - Kuala Lumpur,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
